,Reporting_Month,Provider,MDT,Service Line,Service Line Code,Source,Source Description,Actual Cost,Actual Activity,POD,POD_Detail,National_POD_Code,revised_national_POD,Contract_Type,PBR FLAG,HRG Code,Revised HRG Code,HRG Desc,Excess bed days,Excess bed day Cost,Drug/Device Name,Highly Specialised,Adhoc_Further_Detail,Annual Plan excl CQUIN,YTD Plan excl CQUIN,YTD Variance,Annual Plan inc CQUIN,Activity Plan,Activity YTD Plan,Unit Price,Marginal Rate,Marginal Threshold,CQUIN,Main Specialty Code,Treatment Function Code,TFC Description,Provider_Code,Provider_Site,Claims_Category,Challenge Amount,POD Level 1,POD Level 2,POD Level 3,POD Level 4,POD Order,Measure,Measure Description,HRG Chapter,HRG Subchapter,NPoc,NPoC_Service,NPoC_Service_Code,Reported_Flag,Flex_Freeze,Drug Category/Device Code,Drug Device Indicator,Order,Type,Provider Tier,Reporting Quarter,CCG_Code,Activity_Type,Challenged_Activity,Source_ID,Report_Flag_Category,RAW_Commissioned_Service_Category_Code,RAW_Organisation_Identifier_Code_Of_Commissioner,Raw_Service_Line_Code,Raw_National_POD_Code,CCG Region Code,CCG Region Name,CCG STP Code,CCG STP Name,Provider Region Code,Provider Region Name,Provider STP Code,Provider STP Name,MFF payment index for _2019/20,PROVIDER TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF XBD DAYS 2021 COST (Z),Variance of 1920 cost,2020/21 MFF,2020/21 STU,2020/21 XBD TARIFF,2020/21 Base HRG,2020/21 STU COST,2020/21 MFF COST,2020/21 TOTAL UNIT COST,2020/21 TOTAL COST INITIAL,2020/21 TOTAL COST FINAL
840,7.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1486.908264,1.0,DC,Daycase,DC,DC,Cost and Volume,Y,BZ83A,BZ83A,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,,0.0,0.0,1486.908264,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RYJ,RYJ07,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,4.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/627887/452008,Yes,21,13R,NCBPS37Z,DC,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,1211.9999999999998,1212.0,0.0,-226.00000000000023,0.21191899999999997,0.0,299.0,1241.0,0.0,262.99147899999997,1503.991479,1503.991479,1503.991479
841,3.0,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NC,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2174.22,2.0,DC,Day Cases,DC,DC,Block,Y,BZ62A,BZ62A,"Very Major, Cornea or Sclera Procedures, with CC Score 1+",0.0,0.0,,No,,0.0,0.0,2174.22,0.0,0.0,0.0,,,,,130GL,130,Ophthalmology,RP6,RP601,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,29.0,AC,4.0,Q1,,PLCM,Not Queried,PLCM/591105/401751,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.246682,872.0026438177497,872.0,0.003315042,-1374.9973561822503,0.228723,0.0,299.0,893.0,0.0,204.249639,1097.2496390000001,2194.4992780000002,2194.502593042
842,3.0,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NC,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,12307.24,4.0,DC,Day Cases,DC,DC,Block,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,12307.24,0.0,0.0,0.0,,,,,130GL,130,Ophthalmology,RP6,RP601,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,29.0,AC,4.0,Q1,,PLCM,Not Queried,PLCM/591105/401751,Yes,21,13R,NCBPS37z,DC,Y56,London,QKK,South East London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.246682,2467.999056696094,2468.0,0.0,-174.00094330390584,0.228723,0.0,299.0,2526.0,0.0,577.7542980000001,3103.754298,12415.017192,12415.017192
843,3.0,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NC,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,12307.24,4.0,DC,Day Cases,DC,DC,Block,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,12307.24,0.0,0.0,0.0,,,,,130GL,130,Ophthalmology,RP6,RP601,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,29.0,AC,4.0,Q1,,PLCM,Not Queried,PLCM/591105/401751,Yes,21,13R,NCBPS37z,DC,Y56,London,QRV,North West London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.246682,2467.999056696094,2468.0,0.0,-174.00094330390584,0.228723,0.0,299.0,2526.0,0.0,577.7542980000001,3103.754298,12415.017192,12415.017192
844,3.0,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NC,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,6153.62,2.0,DC,Day Cases,DC,DC,Block,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,6153.62,0.0,0.0,0.0,,,,,130GL,130,Ophthalmology,RP6,RP601,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,29.0,AC,4.0,Q1,,PLCM,Not Queried,PLCM/591105/401751,Yes,21,13R,NCBPS37z,DC,Y59,South East Commissioning Region,QNQ,Frimley Health and Care STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.246682,2467.999056696094,2468.0,0.0,-174.00094330390584,0.228723,0.0,299.0,2526.0,0.0,577.7542980000001,3103.754298,6207.508596,6207.508596
845,5.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3027.796696,1.0,DC,Daycase,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,3027.796696,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RYJ,RYJ07,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,4.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/608013/425466,Yes,21,13R,NCBPS37Z,DC,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,2467.9999999999995,2468.0,0.0,-174.00000000000045,0.21191899999999997,0.0,299.0,2526.0,0.0,535.3073939999999,3061.307394,3061.307394,3061.307394
846,7.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3027.796696,1.0,DC,Daycase,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,3027.796696,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RYJ,RYJ07,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,4.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/627887/452008,Yes,21,13R,NCBPS37Z,DC,Y56,London,QMJ,North London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,2467.9999999999995,2468.0,0.0,-174.00000000000045,0.21191899999999997,0.0,299.0,2526.0,0.0,535.3073939999999,3061.307394,3061.307394,3061.307394
847,5.0,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NWL,ADULT SPECIALIST ORTHOPAEDIC SERVICES: SPECIALIST ORTHOPAEDIC SURGERY,NCBPS34A,PLD,PLD,8848.284299,1.0,EL,Elective,EL,EL,Block,Y,HN12F,HN12F,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,0.0,0.0,,No,,0.0,0.0,8848.284299,0.0,0.0,0.0,,,,,110,110,Trauma & Orthopaedics,RAN,RAN01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Ordinary elective (patient class 1),9.0,SPELL,Finished spell,Musculoskeletal System,Orthopaedic Non-Trauma Procedures,D: Trauma,SPECIALISED ORTHOPAEDIC SERVICES,D10,Yes,Freeze,,,19.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/607029/423692,Yes,21,13R,NCBPS34a,EL,Y61,East of England Commissioning Region,QUE,Cambridgeshire and Peterborough STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.171784,6068.082855162373,6068.0,0.12233629,1071.1223049640557,0.16361599999999998,0.2444,259.0,6107.0,1492.5508,1243.4081036927998,8842.9589036928,8842.9589036928,8843.081239983
848,5.0,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NWL,ADULT SPECIALIST ORTHOPAEDIC SERVICES: SPECIALIST ORTHOPAEDIC SURGERY,NCBPS34A,PLD,PLD,8848.284299,1.0,EL,Elective,EL,EL,Block,Y,HN12F,HN12F,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,0.0,0.0,,No,,0.0,0.0,8848.284299,0.0,0.0,0.0,,,,,110,110,Trauma & Orthopaedics,RAN,RAN01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Ordinary elective (patient class 1),9.0,SPELL,Finished spell,Musculoskeletal System,Orthopaedic Non-Trauma Procedures,D: Trauma,SPECIALISED ORTHOPAEDIC SERVICES,D10,Yes,Freeze,,,19.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/607029/423692,Yes,21,13R,NCBPS34a,EL,Y59,South East Commissioning Region,QU9,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y56,London,QMJ,North London Partners in Health & Care (STP),1.171784,6068.082855162373,6068.0,0.12233629,1071.1223049640557,0.16361599999999998,0.2444,259.0,6107.0,1492.5508,1243.4081036927998,8842.9589036928,8842.9589036928,8843.081239983
849,6.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,143.08369446,1.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,143.08369446,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/620569/442184,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y59,South East Commissioning Region,QNQ,Frimley Health and Care STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,66.38031947297996,0.0,0.0,,0.19196600000000008,0.0,,121.0,0.0,23.22788600000001,144.227886,144.227886,144.227886
850,6.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,286.16738892,2.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,286.16738892,0.0,0.0,0.0,,,,,32001,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/620569/442184,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,66.38031947297996,0.0,0.0,,0.19196600000000008,0.0,,121.0,0.0,23.22788600000001,144.227886,288.455772,288.455772
851,2.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,236.8696442,1.0,OPFASPCL,Outpatient FA Single Professional Consultant Led,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,,0.0,0.0,236.8696442,0.0,0.0,0.0,,,,,32001,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/581369/390617,Yes,21,13R,NCBPS23b,OPFASPCL,Y61,East of England Commissioning Region,QH8,Mid and South Essex STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,109.89010812718917,0.0,0.0,,0.19196600000000008,0.0,,199.0,0.0,38.201234000000014,237.20123400000003,237.20123400000003,237.201234
852,2.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,236.8696442,1.0,OPFASPCL,Outpatient FA Single Professional Consultant Led,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,,0.0,0.0,236.8696442,0.0,0.0,0.0,,,,,32003,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/581369/390617,Yes,21,13R,NCBPS23b,OPFASPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,109.89010812718917,0.0,0.0,,0.19196600000000008,0.0,,199.0,0.0,38.201234000000014,237.20123400000003,237.20123400000003,237.201234
853,2.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,1421.2178652,6.0,OPFASPCL,Outpatient FA Single Professional Consultant Led,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,,0.0,0.0,1421.2178652,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,R1H,R1H12,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/581369/390617,Yes,21,13R,NCBPS23b,OPFASPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,109.89010812718917,0.0,0.0,,0.19196600000000008,0.0,,199.0,0.0,38.201234000000014,237.20123400000003,1423.2074040000002,1423.207404
854,2.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,236.8696442,1.0,OPFASPCL,Outpatient FA Single Professional Consultant Led,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,,0.0,0.0,236.8696442,0.0,0.0,0.0,,,,,32001,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/581369/390617,Yes,21,13R,NCBPS23b,OPFASPCL,Y59,South East Commissioning Region,QU9,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,109.89010812718917,0.0,0.0,,0.19196600000000008,0.0,,199.0,0.0,38.201234000000014,237.20123400000003,237.20123400000003,237.201234
855,1.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,4032.2064,29.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,4032.2064,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q1,,PLCM,Not Queried,PLCM/570608/377529,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,66.38030920692087,0.0,0.0,,0.162439,0.0,,121.0,0.0,19.655119,140.655119,4078.9984510000004,4078.998451
856,1.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,278.0832,2.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,278.0832,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q1,,PLCM,Not Queried,PLCM/570608/377529,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y61,East of England Commissioning Region,QH8,Mid and South Essex STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,66.38030920692087,0.0,0.0,,0.162439,0.0,,121.0,0.0,19.655119,140.655119,281.310238,281.310238
857,7.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,1001.5858612200002,7.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,1001.5858612200002,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,R1H,R1HNH,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/628623/452772,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,66.38031947297998,0.0,0.0,,0.19196600000000008,0.0,,121.0,0.0,23.22788600000001,144.227886,1009.5952020000001,1009.595202
858,2.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,278.0832,2.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,278.0832,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q1,,PLCM,Not Queried,PLCM/581210/390502,Yes,21,13R,NCBPS23b,OPFUPSPCL,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,66.38030920692087,0.0,0.0,,0.162439,0.0,,121.0,0.0,19.655119,140.655119,281.310238,281.310238
859,6.0,BARTS HEALTH NHS TRUST,NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,236.86964417,1.0,OPFASPCL,Outpatient FA Single Professional Consultant Led,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,,0.0,0.0,236.86964417,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,R1H,R1HM0,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,3.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/620569/442184,Yes,21,13R,NCBPS23b,OPFASPCL,Y56,London,QMJ,North London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,109.89010811327135,0.0,0.0,,0.19196600000000008,0.0,,199.0,0.0,38.201234000000014,237.20123400000003,237.20123400000003,237.201234
860,5.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,91.1365,1.0,DI,Diagnostic Imaging whilst Out-Patient,UNBOTHER,UNBOTHER,Cost and Volume,Y,RD51C,RD51C,"Simple Echocardiogram, 5 years and under",0.0,0.0,,No,,0.0,0.0,91.1365,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Other,Unbundled Activities,Other Unbundled Activities**,Other Unbundled Activities**,76.0,,,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/608607/427161,Yes,21,13R,NCBPS23b,UNBOTHER,Y61,East of England Commissioning Region,QM7,Hertfordshire and West Essex STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,43.509777289937276,0.0,0.0,,0.162439,0.0,,79.0,0.0,12.832681000000001,91.832681,91.832681,91.832681
861,5.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,182.273,2.0,DI,Diagnostic Imaging whilst Out-Patient,UNBOTHER,UNBOTHER,Cost and Volume,Y,RD51C,RD51C,"Simple Echocardiogram, 5 years and under",0.0,0.0,,No,,0.0,0.0,182.273,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Other,Unbundled Activities,Other Unbundled Activities**,Other Unbundled Activities**,76.0,,,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/608607/427161,Yes,21,13R,NCBPS23b,UNBOTHER,Y61,East of England Commissioning Region,QH8,Mid and South Essex STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,43.509777289937276,0.0,0.0,,0.162439,0.0,,79.0,0.0,12.832681000000001,91.832681,183.665362,183.665362
862,5.0,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NEL,PAEDIATRIC CARDIAC SERVICES,NCBPS23B,PLD,PLD,1184.7745,13.0,DI,Diagnostic Imaging whilst Out-Patient,UNBOTHER,UNBOTHER,Cost and Volume,Y,RD51C,RD51C,"Simple Echocardiogram, 5 years and under",0.0,0.0,,No,,0.0,0.0,1184.7745,0.0,0.0,0.0,,,,,,321,Paediatric Cardiology,RF4,RF4QH,,0.0,Other,Unbundled Activities,Other Unbundled Activities**,Other Unbundled Activities**,76.0,,,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,E: Women and Children,CONGENITAL HEART SERVICES,E05,Yes,Freeze,,,15.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/608607/427161,Yes,21,13R,NCBPS23b,UNBOTHER,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.168417,43.509777289937276,0.0,0.0,,0.162439,0.0,,79.0,0.0,12.832681000000001,91.832681,1193.8248529999998,1193.824853
